Phase,Station,Station Lat (¼),Station Lon (¼),Station Zed (km),Event Lat (¼),Event Lon (¼),Event Depth (km),Delay Time (s),Bandpass (Hz)
 P, SARA,-8.7873,121.1043,0.682,-19.3021,-175.5247,203,-0.78627, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-19.3021,-175.5247,203,0.50035, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-19.3021,-175.5247,203,0.57543, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-19.3021,-175.5247,203,0.06114, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-19.3021,-175.5247,203,-1.01265, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-19.3021,-175.5247,203,0.34465, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-19.3021,-175.5247,203,0.34368, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-19.3021,-175.5247,203,0.56755, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-19.3021,-175.5247,203,1.25322, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-19.3021,-175.5247,203,1.23766, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-10.8759,164.1694,11,-0.74142, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-10.8759,164.1694,11,-0.78698, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-10.8759,164.1694,11,-0.50881, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-10.8759,164.1694,11,-0.51992, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-10.8759,164.1694,11,0.34138, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-10.8759,164.1694,11,1.64073, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-10.8759,164.1694,11,0.79566, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-10.8759,164.1694,11,0.19676, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-10.8759,164.1694,11,-0.83062, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-10.8759,164.1694,11,-0.41479, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-10.8759,164.1694,11,1.10392, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-10.8759,164.1694,11,1.49195, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-10.8759,164.1694,11,-0.75451, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-10.8759,164.1694,11,-0.64867, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-10.8759,164.1694,11,0.84702, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-10.8759,164.1694,11,0.78141, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-10.8759,164.1694,11,-0.60259, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-10.8759,164.1694,11,0.65525, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-10.8759,164.1694,11,0.66975, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-10.8759,164.1694,11,1.21809, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-11.0559,163.6959,11.19,-0.8862, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-11.0559,163.6959,11.19,-0.81149, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-11.0559,163.6959,11.19,-0.95624, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-11.0559,163.6959,11.19,-0.7987, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-11.0559,163.6959,11.19,0.89438, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-11.0559,163.6959,11.19,-0.84991, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-11.0559,163.6959,11.19,-0.48004, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-11.0559,163.6959,11.19,1.27457, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-11.0559,163.6959,11.19,0.4689, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-11.0559,163.6959,11.19,-0.36377, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-11.0559,163.6959,11.19,-1.03317, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-11.0559,163.6959,11.19,-0.88418, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-11.0559,163.6959,11.19,0.80588, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-11.0559,163.6959,11.19,0.87158, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-11.0559,163.6959,11.19,-1.45788, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,-11.0559,163.6959,11.19,1.60419, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-11.0559,163.6959,11.19,-1.27316, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-11.0559,163.6959,11.19,-1.00665, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-11.0559,163.6959,11.19,0.75174, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-11.0559,163.6959,11.19,0.53412, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-11.0559,163.6959,11.19,-0.41638, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-11.0559,163.6959,11.19,-1.15149, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-11.0559,163.6959,11.19,0.42279, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-11.0559,163.6959,11.19,0.48813, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-11.0559,163.6959,11.19,0.74848, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-11.0559,163.6959,11.19,1.06427, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-11.1093,163.2154,10,-0.95753, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-11.1093,163.2154,10,-0.72193, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-11.1093,163.2154,10,-0.54649, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-11.1093,163.2154,10,-0.94254, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-11.1093,163.2154,10,1.26922, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-11.1093,163.2154,10,-0.5828, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-11.1093,163.2154,10,0.10659, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-11.1093,163.2154,10,1.56704, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-11.1093,163.2154,10,0.76116, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-11.1093,163.2154,10,-0.28815, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-11.1093,163.2154,10,-0.83784, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-11.1093,163.2154,10,-0.96458, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-11.1093,163.2154,10,0.89935, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-11.1093,163.2154,10,0.94549, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-11.1093,163.2154,10,-1.33573, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,-11.1093,163.2154,10,1.86849, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-11.1093,163.2154,10,-1.18467, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-11.1093,163.2154,10,-0.70057, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-11.1093,163.2154,10,0.72698, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-11.1093,163.2154,10,0.56213, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-11.1093,163.2154,10,-0.12974, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-11.1093,163.2154,10,-0.91068, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-11.1093,163.2154,10,0.80468, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-11.1093,163.2154,10,0.50533, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-11.1093,163.2154,10,0.64632, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-11.1093,163.2154,10,1.42171, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-19.3933,-175.9627,10,-0.65063, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-19.3933,-175.9627,10,-0.66021, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-19.3933,-175.9627,10,-0.60247, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-19.3933,-175.9627,10,-0.68957, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-19.3933,-175.9627,10,1.6377, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-19.3933,-175.9627,10,-0.50341, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-19.3933,-175.9627,10,-0.1798, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-19.3933,-175.9627,10,1.34559, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-19.3933,-175.9627,10,0.71516, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-19.3933,-175.9627,10,-0.36761, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-19.3933,-175.9627,10,-0.71618, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-19.3933,-175.9627,10,-0.64904, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-19.3933,-175.9627,10,0.78663, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-19.3933,-175.9627,10,0.98023, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-19.3933,-175.9627,10,-1.05462, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,-19.3933,-175.9627,10,0.87837, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-19.3933,-175.9627,10,-0.83581, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-19.3933,-175.9627,10,-0.51787, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-19.3933,-175.9627,10,0.4676, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-19.3933,-175.9627,10,0.5171, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-19.3933,-175.9627,10,0.0641, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-19.3933,-175.9627,10,-0.84368, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-19.3933,-175.9627,10,0.48091, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-19.3933,-175.9627,10,0.10664, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-19.3933,-175.9627,10,0.5865, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-19.3933,-175.9627,10,1.27332, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,56.594,-156.43,72.6,-0.13249, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,56.594,-156.43,72.6,-0.48717, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,56.594,-156.43,72.6,-0.09776, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,56.594,-156.43,72.6,-0.95067, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,56.594,-156.43,72.6,1.89272, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,56.594,-156.43,72.6,-0.16893, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,56.594,-156.43,72.6,-0.45097, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,56.594,-156.43,72.6,1.03151, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,56.594,-156.43,72.6,0.94509, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,56.594,-156.43,72.6,-0.89177, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,56.594,-156.43,72.6,-0.50029, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,56.594,-156.43,72.6,-1.4572, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,56.594,-156.43,72.6,0.77358, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,56.594,-156.43,72.6,1.48055, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,56.594,-156.43,72.6,-1.15141, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,56.594,-156.43,72.6,-1.31865, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,56.594,-156.43,72.6,-0.93437, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,56.594,-156.43,72.6,0.76106, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,56.594,-156.43,72.6,0.72646, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,56.594,-156.43,72.6,-1.13786, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,56.594,-156.43,72.6,-0.58055, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,56.594,-156.43,72.6,0.57851, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,56.594,-156.43,72.6,0.04518, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,56.594,-156.43,72.6,0.9186, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,56.594,-156.43,72.6,1.10683, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,27.8386,140.4931,664,1.15066, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,27.8386,140.4931,664,0.98708, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,27.8386,140.4931,664,1.08199, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,27.8386,140.4931,664,0.10565, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,27.8386,140.4931,664,0.5234, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,27.8386,140.4931,664,1.35268, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,27.8386,140.4931,664,-1.5406, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,27.8386,140.4931,664,0.25948, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,27.8386,140.4931,664,-0.53785, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,27.8386,140.4931,664,-1.90336, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,27.8386,140.4931,664,0.61346, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,27.8386,140.4931,664,-1.74293, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,27.8386,140.4931,664,0.2094, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,27.8386,140.4931,664,0.23242, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,27.8386,140.4931,664,0.11761, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,27.8386,140.4931,664,0.73495, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,27.8386,140.4931,664,-0.11442, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,27.8386,140.4931,664,0.10909, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,27.8386,140.4931,664,-0.47629, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,27.8386,140.4931,664,0.64507, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,27.8386,140.4931,664,0.31854, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,27.8386,140.4931,664,0.12429, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,27.8386,140.4931,664,-0.5105, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,27.8386,140.4931,664,0.10455, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,27.8386,140.4931,664,0.38238, 0.02-0.1
 P, TL1B,-9.2422,124.3567,0.077,27.8386,140.4931,664,-0.05039, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-15.7216,-173.3817,10,-1.29615, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-15.7216,-173.3817,10,-0.75507, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-15.7216,-173.3817,10,-0.01222, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-15.7216,-173.3817,10,-0.47456, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-15.7216,-173.3817,10,-0.37922, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-15.7216,-173.3817,10,1.53069, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-15.7216,-173.3817,10,-0.73902, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-15.7216,-173.3817,10,-0.80116, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-15.7216,-173.3817,10,-0.69599, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-15.7216,-173.3817,10,1.05913, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-15.7216,-173.3817,10,0.8792, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-15.7216,-173.3817,10,0.92773, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-15.7216,-173.3817,10,1.65874, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,30.7856,142.9722,6.05,0.7744, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,30.7856,142.9722,6.05,0.82371, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,30.7856,142.9722,6.05,0.98393, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,30.7856,142.9722,6.05,-0.1722, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,30.7856,142.9722,6.05,0.56322, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,30.7856,142.9722,6.05,1.28068, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,30.7856,142.9722,6.05,-1.394, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,30.7856,142.9722,6.05,0.17854, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,30.7856,142.9722,6.05,-1.96114, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,30.7856,142.9722,6.05,0.45723, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,30.7856,142.9722,6.05,-1.62203, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,30.7856,142.9722,6.05,0.07057, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,30.7856,142.9722,6.05,-0.09343, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,30.7856,142.9722,6.05,0.13188, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,30.7856,142.9722,6.05,0.64332, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,30.7856,142.9722,6.05,-0.12697, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,30.7856,142.9722,6.05,0.30147, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,30.7856,142.9722,6.05,-0.55315, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,30.7856,142.9722,6.05,0.77199, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,30.7856,142.9722,6.05,0.06203, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,30.7856,142.9722,6.05,-0.12953, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,30.7856,142.9722,6.05,-0.63802, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,30.7856,142.9722,6.05,-0.14293, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,30.7856,142.9722,6.05,0.47865, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-15.6758,-173.0098,48,-0.88267, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-15.6758,-173.0098,48,-0.87992, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-15.6758,-173.0098,48,-0.61302, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-15.6758,-173.0098,48,-0.91197, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-15.6758,-173.0098,48,-0.65403, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-15.6758,-173.0098,48,-0.14121, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-15.6758,-173.0098,48,0.84707, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-15.6758,-173.0098,48,0.14077, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-15.6758,-173.0098,48,-0.92704, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-15.6758,-173.0098,48,-0.74864, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-15.6758,-173.0098,48,1.11989, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-15.6758,-173.0098,48,1.19533, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-15.6758,-173.0098,48,-1.22764, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-15.6758,-173.0098,48,-0.96256, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-15.6758,-173.0098,48,-0.73918, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-15.6758,-173.0098,48,0.99404, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-15.6758,-173.0098,48,0.69076, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-15.6758,-173.0098,48,0.0981, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-15.6758,-173.0098,48,-0.73057, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-15.6758,-173.0098,48,0.71572, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-15.6758,-173.0098,48,0.48507, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-15.6758,-173.0098,48,0.7466, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-15.6758,-173.0098,48,1.57747, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-20.4307,-178.3276,562.61,-0.65909, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-20.4307,-178.3276,562.61,-0.72305, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-20.4307,-178.3276,562.61,-0.61331, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-20.4307,-178.3276,562.61,-0.92233, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-20.4307,-178.3276,562.61,-0.55832, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-20.4307,-178.3276,562.61,0.43497, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-20.4307,-178.3276,562.61,-0.28287, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-20.4307,-178.3276,562.61,-0.82303, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-20.4307,-178.3276,562.61,-0.89572, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-20.4307,-178.3276,562.61,0.78934, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-20.4307,-178.3276,562.61,-1.04514, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-20.4307,-178.3276,562.61,-0.83279, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-20.4307,-178.3276,562.61,-0.67325, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-20.4307,-178.3276,562.61,0.42209, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-20.4307,-178.3276,562.61,0.60397, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-20.4307,-178.3276,562.61,0.55429, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-20.4307,-178.3276,562.61,-0.88742, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-20.4307,-178.3276,562.61,0.68362, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-20.4307,-178.3276,562.61,0.52298, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-20.4307,-178.3276,562.61,0.79288, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,27.7375,139.7254,460,1.23624, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,27.7375,139.7254,460,0.7764, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,27.7375,139.7254,460,0.78675, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,27.7375,139.7254,460,0.00208, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,27.7375,139.7254,460,0.75251, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,27.7375,139.7254,460,-2.05719, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,27.7375,139.7254,460,-0.51223, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,27.7375,139.7254,460,0.27881, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,27.7375,139.7254,460,-0.40933, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,27.7375,139.7254,460,-0.18493, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,27.7375,139.7254,460,-0.83172, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,27.7375,139.7254,460,-0.333, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,27.7375,139.7254,460,-0.86929, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,27.7375,139.7254,460,0.6586, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,27.7375,139.7254,460,0.33271, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,27.7375,139.7254,460,-0.07614, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-32.0722,-178.3241,10,-0.62047, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-32.0722,-178.3241,10,-0.51451, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-32.0722,-178.3241,10,-0.52849, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-32.0722,-178.3241,10,-0.68114, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-32.0722,-178.3241,10,-0.36479, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-32.0722,-178.3241,10,-0.32964, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-32.0722,-178.3241,10,2.25117, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-32.0722,-178.3241,10,1.91566, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-32.0722,-178.3241,10,-0.44743, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-32.0722,-178.3241,10,-0.47106, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-32.0722,-178.3241,10,-0.06218, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-32.0722,-178.3241,10,1.34364, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-32.0722,-178.3241,10,1.19173, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-32.0722,-178.3241,10,-0.77562, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-32.0722,-178.3241,10,-1.05419, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-32.0722,-178.3241,10,-0.75255, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-32.0722,-178.3241,10,0.75484, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-32.0722,-178.3241,10,0.74904, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-32.0722,-178.3241,10,0.71919, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-32.0722,-178.3241,10,-0.5067, 0.02-0.1
