Phase,Station,Station Lat (¼),Station Lon (¼),Station Zed (km),Event Lat (¼),Event Lon (¼),Event Depth (km),Delay Time (s),Bandpass (Hz)
 P, DNP,-8.6774,115.2097,65.74,-12.29,166.26,83,0.37424, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-12.29,166.26,83,0.27424, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-12.29,166.26,83,0.07424, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-12.29,166.26,83,-1.02576, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-12.29,166.26,83,0.77424, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-12.29,166.26,83,-0.62576, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-12.29,166.26,83,0.27424, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-12.29,166.26,83,-0.62576, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-12.29,166.26,83,0.47424, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-12.29,166.26,83,1.17424, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-12.29,166.26,83,0.17424, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-12.29,166.26,83,-0.72576, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-12.29,166.26,83,0.07424, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-12.29,166.26,83,0.27424, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-12.29,166.26,83,-0.62576, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-12.29,166.26,83,-0.22576, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-12.29,166.26,83,0.07424, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-12.29,166.26,83,0.17424, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-12.29,166.26,83,-0.12576, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,51.86,-172.29,279,-0.71023, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,51.86,-172.29,279,-0.91023, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,51.86,-172.29,279,-0.01023, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,51.86,-172.29,279,0.18977, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,51.86,-172.29,279,0.78977, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,51.86,-172.29,279,0.88977, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,51.86,-172.29,279,0.78977, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,51.86,-172.29,279,-2.91023, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,51.86,-172.29,279,-0.51023, 0.7-2.0
 P, IGBI,-8.818,115.146,248,51.86,-172.29,279,-2.61023, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,51.86,-172.29,279,0.08977, 0.7-2.0
 P, KHK,-8.364,115.6096,220,51.86,-172.29,279,-1.31023, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,51.86,-172.29,279,0.18977, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,51.86,-172.29,279,-1.71023, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,51.86,-172.29,279,-0.11023, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,51.86,-172.29,279,-1.41023, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,51.86,-172.29,279,-0.61023, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,51.86,-172.29,279,-1.71023, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,51.86,-172.29,279,0.98977, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,51.86,-172.29,279,0.58977, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,51.86,-172.29,279,-1.21023, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,51.86,-172.29,279,-1.51023, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,51.86,-172.29,279,-0.81023, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,51.86,-172.29,279,0.18977, 0.7-2.0
 P, SIJI,-0.8691,131.2661,200.91,51.86,-172.29,279,-1.81023, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,51.86,-172.29,279,2.48977, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,51.86,-172.29,279,-0.71023, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,51.86,-172.29,279,-1.51023, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,51.86,-172.29,279,0.58977, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,51.86,-172.29,279,0.38977, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,51.86,-172.29,279,-1.31023, 0.7-2.0
 P, WSI,-9.669,120.2977,48,51.86,-172.29,279,0.28977, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-20.73,169.85,143,1.45263, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-20.73,169.85,143,1.25263, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-20.73,169.85,143,1.45263, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,-20.73,169.85,143,1.15263, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-20.73,169.85,143,-0.74737, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-20.73,169.85,143,-0.14737, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-20.73,169.85,143,-0.34737, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-20.73,169.85,143,-0.14737, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-20.73,169.85,143,-0.04737, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-20.73,169.85,143,-0.64737, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-20.73,169.85,143,0.95263, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-20.73,169.85,143,-1.14737, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-20.73,169.85,143,-0.54737, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-20.73,169.85,143,-0.84737, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-20.73,169.85,143,0.55263, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-20.73,169.85,143,-0.94737, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,-20.73,169.85,143,1.75263, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-20.73,169.85,143,0.15263, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-20.73,169.85,143,1.05263, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-20.73,169.85,143,0.05263, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-20.73,169.85,143,-0.44737, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-20.73,169.85,143,0.25263, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-20.73,169.85,143,-1.24737, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-20.73,169.85,143,-0.34737, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-20.73,169.85,143,-0.94737, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-20.73,169.85,143,0.35263, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-20.73,169.85,143,-0.54737, 0.7-2.0
 P, WSI,-9.669,120.2977,48,-20.73,169.85,143,1.05263, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-15.38,-173.66,43,1.75, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-15.38,-173.66,43,-1.15, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-15.38,-173.66,43,0.25, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-15.38,-173.66,43,1.15, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-15.38,-173.66,43,0.25, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-15.38,-173.66,43,-0.85, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-15.38,-173.66,43,-0.35, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-15.38,-173.66,43,1.45, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-15.38,-173.66,43,-1.05, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-15.38,-173.66,43,-0.05, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-15.38,-173.66,43,0.65, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-15.38,-173.66,43,-1.85, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-15.38,-173.66,43,1.45, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-15.38,-173.66,43,-1.05, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-15.38,-173.66,43,-2.25, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,2.78,97.93,89,0.13333, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,2.78,97.93,89,-0.36667, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,2.78,97.93,89,0.23333, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,2.78,97.93,89,0.03333, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,2.78,97.93,89,1.13333, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,2.78,97.93,89,1.63333, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,2.78,97.93,89,-0.36667, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-34.95,-177.49,16,-0.97, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-34.95,-177.49,16,2.23, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,-34.95,-177.49,16,2.33, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,-34.95,-177.49,16,1.53, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-34.95,-177.49,16,0.23, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,36.28,140.69,60,-0.19375, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,36.28,140.69,60,1.20625, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,36.28,140.69,60,2.50625, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,36.28,140.69,60,-1.59375, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,36.28,140.69,60,-1.59375, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,36.28,140.69,60,-0.69375, 0.7-2.0
 P, IGBI,-8.818,115.146,248,36.28,140.69,60,1.50625, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,36.28,140.69,60,-0.79375, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,36.28,140.69,60,0.10625, 0.7-2.0
 P, KHK,-8.364,115.6096,220,36.28,140.69,60,-0.89375, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,36.28,140.69,60,-0.59375, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,36.28,140.69,60,0.70625, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,36.28,140.69,60,0.90625, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,36.28,140.69,60,2.00625, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,36.28,140.69,60,1.80625, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,36.28,140.69,60,0.20625, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,36.28,140.69,60,2.80625, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,36.28,140.69,60,0.80625, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,36.28,140.69,60,-1.09375, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,36.28,140.69,60,0.60625, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,36.28,140.69,60,-0.29375, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,36.28,140.69,60,1.30625, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-21.57,-179.5,634,-1.1981, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-21.57,-179.5,634,0.1019, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-21.57,-179.5,634,1.2019, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,-21.57,-179.5,634,0.50191, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,-21.57,-179.5,634,-0.39809, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-21.57,-179.5,634,-0.79809, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-21.57,-179.5,634,0.0019, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-21.57,-179.5,634,-0.29809, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-21.57,-179.5,634,-0.19809, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-21.57,-179.5,634,0.0019, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-21.57,-179.5,634,-0.39809, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-21.57,-179.5,634,-0.5981, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-21.57,-179.5,634,0.70191, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-21.57,-179.5,634,-1.3981, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-21.57,-179.5,634,-0.39809, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-21.57,-179.5,634,-0.6981, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-21.57,-179.5,634,1.0019, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-21.57,-179.5,634,-0.6981, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,-21.57,-179.5,634,-0.39809, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-21.57,-179.5,634,0.70191, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-21.57,-179.5,634,-0.6981, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-21.57,-179.5,634,-0.19809, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,-21.57,-179.5,634,1.2019, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-21.57,-179.5,634,1.0019, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-21.57,-179.5,634,-1.4981, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-21.57,-179.5,634,-0.5981, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-21.57,-179.5,634,-0.39809, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-21.57,-179.5,634,-0.79809, 0.7-2.0
 P, WSI,-9.669,120.2977,48,-21.57,-179.5,634,-0.19809, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,39.93,142.18,179,-1.39438, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,39.93,142.18,179,-2.99438, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,39.93,142.18,179,0.00562, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,39.93,142.18,179,-0.99438, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,39.93,142.18,179,-2.89438, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,39.93,142.18,179,0.80562, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,39.93,142.18,179,-1.89438, 0.7-2.0
 P, IGBI,-8.818,115.146,248,39.93,142.18,179,-0.89438, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,39.93,142.18,179,-0.29438, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,39.93,142.18,179,1.10562, 0.7-2.0
 P, KHK,-8.364,115.6096,220,39.93,142.18,179,-1.59438, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,39.93,142.18,179,-0.59438, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,39.93,142.18,179,-0.69438, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,39.93,142.18,179,0.50562, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,39.93,142.18,179,-1.99438, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,39.93,142.18,179,-2.59438, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,39.93,142.18,179,-1.69438, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,39.93,142.18,179,-2.49438, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,39.93,142.18,179,-1.59438, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,39.93,142.18,179,-2.09438, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,39.93,142.18,179,-1.69438, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,39.93,142.18,179,0.90562, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,39.93,142.18,179,-1.59438, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,39.93,142.18,179,-1.49438, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,40.22,142.84,39,2.61538, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,40.22,142.84,39,0.21538, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,40.22,142.84,39,2.11538, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,40.22,142.84,39,-0.68461, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,40.22,142.84,39,0.21538, 0.7-2.0
 P, KHK,-8.364,115.6096,220,40.22,142.84,39,-1.28462, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,40.22,142.84,39,-0.78461, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,40.22,142.84,39,0.91539, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,40.22,142.84,39,0.01538, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,40.22,142.84,39,0.71539, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,40.22,142.84,39,-0.78461, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,40.22,142.84,39,1.21538, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,40.22,142.84,39,-1.28462, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,40.22,142.84,39,-1.08462, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,40.22,142.84,39,-0.48462, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,40.22,142.84,39,-2.18462, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-32.11,-178.48,112,-0.36087, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-32.11,-178.48,112,0.43913, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,-32.11,-178.48,112,-0.06087, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,-32.11,-178.48,112,-2.06087, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-32.11,-178.48,112,-0.26087, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-32.11,-178.48,112,0.33913, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-32.11,-178.48,112,-0.06087, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-32.11,-178.48,112,-0.66087, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-32.11,-178.48,112,-0.86087, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-32.11,-178.48,112,-0.46087, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-32.11,-178.48,112,-0.66087, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-32.11,-178.48,112,0.43913, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-32.11,-178.48,112,-0.36087, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,-32.11,-178.48,112,-0.16087, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,-32.11,-178.48,112,-1.06087, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-32.11,-178.48,112,-0.56087, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-32.11,-178.48,112,0.83913, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-32.11,-178.48,112,-0.76087, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,-32.11,-178.48,112,1.83913, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-32.11,-178.48,112,1.83913, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-32.11,-178.48,112,-1.06087, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-32.11,-178.48,112,-0.86087, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-32.11,-178.48,112,-0.66087, 0.7-2.0
 P, WSI,-9.669,120.2977,48,-32.11,-178.48,112,0.73913, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,-6.61,148.02,60,1.62105, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-6.61,148.02,60,-2.27895, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-6.61,148.02,60,-1.57895, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-6.61,148.02,60,-0.97895, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-6.61,148.02,60,-0.87895, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,43.72,142.38,217,0.43511, 0.7-2.0
 P, AAII,-3.6871,128.194,160,43.72,142.38,217,0.43511, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,43.72,142.38,217,-0.26489, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,43.72,142.38,217,-2.46489, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,43.72,142.38,217,1.43511, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,43.72,142.38,217,1.73511, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,43.72,142.38,217,-0.46489, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,43.72,142.38,217,-1.06489, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,43.72,142.38,217,-1.16489, 0.7-2.0
 P, EDFI,-8.7497,121.6903,914.34,43.72,142.38,217,-1.46489, 0.7-2.0
 P, IGBI,-8.818,115.146,248,43.72,142.38,217,-2.16489, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,43.72,142.38,217,0.13511, 0.7-2.0
 P, KBKI,-3.2995,116.1668,72.15,43.72,142.38,217,-1.16489, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,43.72,142.38,217,0.73511, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,43.72,142.38,217,0.63511, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,43.72,142.38,217,-0.46489, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,43.72,142.38,217,1.73511, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,43.72,142.38,217,-0.06489, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,43.72,142.38,217,1.43511, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,43.72,142.38,217,0.93511, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,43.72,142.38,217,-0.76489, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,43.72,142.38,217,-1.26489, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,43.72,142.38,217,-0.86489, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,43.72,142.38,217,0.43511, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,43.72,142.38,217,-1.36489, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,43.72,142.38,217,-1.46489, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-28.77,-176.23,35,0.54, 0.7-2.0
 P, AAII,-3.6871,128.194,160,-28.77,-176.23,35,0.04, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,-28.77,-176.23,35,0.24, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-28.77,-176.23,35,1.14, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,-28.77,-176.23,35,-0.06, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,-28.77,-176.23,35,-0.66, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-28.77,-176.23,35,-1.26, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,-28.77,-176.23,35,-0.36, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-28.77,-176.23,35,-0.76, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-28.77,-176.23,35,0.24, 0.7-2.0
 P, EDFI,-8.7497,121.6903,914.34,-28.77,-176.23,35,-0.86, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-28.77,-176.23,35,0.54, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-28.77,-176.23,35,0.94, 0.7-2.0
 P, KBKI,-3.2995,116.1668,72.15,-28.77,-176.23,35,-1.46, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-28.77,-176.23,35,-0.66, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-28.77,-176.23,35,-0.46, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-28.77,-176.23,35,-1.46, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-28.77,-176.23,35,0.14, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-28.77,-176.23,35,0.14, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-28.77,-176.23,35,-0.46, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,-28.77,-176.23,35,0.84, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-28.77,-176.23,35,-0.06, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-28.77,-176.23,35,0.94, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-28.77,-176.23,35,-0.76, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-28.77,-176.23,35,0.24, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-28.77,-176.23,35,1.04, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-28.77,-176.23,35,-1.36, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-28.77,-176.23,35,0.24, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-28.77,-176.23,35,-0.66, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-28.77,-176.23,35,-0.36, 0.7-2.0
 P, WSI,-9.669,120.2977,48,-28.77,-176.23,35,-0.96, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,38.24,44.14,77,-0.50816, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,38.24,44.14,77,1.19184, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,38.24,44.14,77,0.89184, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,38.24,44.14,77,1.69184, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,38.24,44.14,77,0.39184, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,38.24,44.14,77,0.49184, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,38.24,44.14,77,-2.00816, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,38.24,44.14,77,1.09184, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,38.24,44.14,77,0.39184, 0.7-2.0
 P, EDFI,-8.7497,121.6903,914.34,38.24,44.14,77,-2.30816, 0.7-2.0
 P, IGBI,-8.818,115.146,248,38.24,44.14,77,0.09184, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,38.24,44.14,77,0.79184, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,38.24,44.14,77,0.49184, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,38.24,44.14,77,0.99184, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,38.24,44.14,77,-0.70816, 0.7-2.0
